Value Set,Change,Code System,Code,Revised
Uncomplicated Low Back Pain,Added,ICD10CM,M51.362,2025-03-31
Uncomplicated Low Back Pain,Added,ICD10CM,M51.369,2025-03-31
Uncomplicated Low Back Pain,Added,ICD10CM,M51.370,2025-03-31
Uncomplicated Low Back Pain,Added,ICD10CM,M51.372,2025-03-31
Uncomplicated Low Back Pain,Added,ICD10CM,M51.379,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,202796002,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,240471009,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,1332462002,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,46091000087101,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,46101000087106,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,46111000087108,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,46121000087100,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,77841000119108,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,321081000119100,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,771121000124100,
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,771131000124102,
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,771141000124107,
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,771151000124109,
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,16026751000119100,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,16864831000119104,2025-03-31
Uncomplicated Low Back Pain,Added,SNOMED CT US Edition,616839841000119101,2025-03-31
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,54314008,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,202677007,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,202678002,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,202679005,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,202680008,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,202731005,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209178002,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209179005,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209180008,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209181007,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209185003,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209193003,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209194009,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209195005,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,209196006,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,312788000,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,427027005,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,427571000,
Uncomplicated Low Back Pain,Deleted,SNOMED CT US Edition,100491000119103,
Unilateral Eye Enucleation,Added,SNOMED CT US Edition,1303651001,2025-03-31
Unilateral Eye Enucleation,Added,SNOMED CT US Edition,1303652008,2025-03-31
Varicella Zoster,Added,SNOMED CT US Edition,31920006,
Varicella Zoster,Added,SNOMED CT US Edition,15685161000119105,
Varicella Zoster,Deleted,SNOMED CT US Edition,15680281000119103,
Varicella Zoster,Deleted,SNOMED CT US Edition,15685201000119100,
Varicella Zoster,Deleted,SNOMED CT US Edition,15685281000119108,
Well Care Visit,Added,SNOMED CT US Edition,1269517007,
Well Care Visit,Added,SNOMED CT US Edition,1269518002,
