Value Set Name,Value Set OID,Value Set Version,Code,Definition,Code System,Code System OID,Code System Version
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57400,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57410,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57415,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57420,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57421,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57423,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57425,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57426,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57452,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57454,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57455,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57456,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57460,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57461,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57465,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57500,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57505,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57510,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57511,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57513,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57520,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57522,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57530,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57531,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57540,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57545,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57550,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57555,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57556,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
ED Procedure Code,2.16.840.1.113883.3.464.1004.1088,2025-03-31,57558,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
