Value Set Name,Value Set OID,Value Set Version,Code,Definition,Code System,Code System OID,Code System Version
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61576,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61580,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61581,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61582,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61583,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61584,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61585,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61586,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61590,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61591,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61592,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61595,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61596,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61597,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61598,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61600,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61601,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61605,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
Surgery Procedure,2.16.840.1.113883.3.464.1004.2223,2025-03-31,61606,,CPT,2.16.840.1.113883.6.12,2025.3.24AB
