Value Set Name,Value Set OID,Value Set Version,Code,Definition,Code System,Code System OID,Code System Version
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.80,"[C82.80] Other types of follicular lymphoma, unspecified site",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.81,"[C82.81] Other types of follicular lymphoma, lymph nodes of head, face, and neck",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.82,"[C82.82] Other types of follicular lymphoma, intrathoracic lymph nodes",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.83,"[C82.83] Other types of follicular lymphoma, intra-abdominal lymph nodes",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.84,"[C82.84] Other types of follicular lymphoma, lymph nodes of axilla and upper limb",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.85,"[C82.85] Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.86,"[C82.86] Other types of follicular lymphoma, intrapelvic lymph nodes",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.87,"[C82.87] Other types of follicular lymphoma, spleen",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.88,"[C82.88] Other types of follicular lymphoma, lymph nodes of multiple sites",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.89,"[C82.89] Other types of follicular lymphoma, extranodal and solid organ sites",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.8A,"[C82.8A] Other types of follicular lymphoma, in remission",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.90,"[C82.90] Follicular lymphoma, unspecified, unspecified site",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.91,"[C82.91] Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
Contraindications to Childhood Vaccines,2.16.840.1.113883.3.464.1004.2464,2025-03-31,C82.92,"[C82.92] Follicular lymphoma, unspecified, intrathoracic lymph nodes",ICD10CM,2.16.840.1.113883.6.90,2025.1.24AA
